movie_id,crew_name,job,department
4643,Andrew Davis,Director,Directing
7484,Jill Culton,Director,Directing
7484,Roger Allers,Director,Directing
7484,Anthony Stacchi,Director,Directing
9842,Todd Phillips,Director,Directing
36249,Robin Schiff,Director,Directing
111642,Tim Whelan,Director,Directing
27275,Ömer Faruk Sorak,Director,Directing
1422,Martin Scorsese,Director,Directing
10781,Jonathan Liebesman,Director,Directing
9794,Greg Coolidge,Director,Directing
9978,Geoffrey Sax,Director,Directing
30025,Curtis Bernhardt,Director,Directing
14812,Erik Poppe,Director,Directing
164687,Harry Lachman,Director,Directing
8332,Christian Alvart,Director,Directing
3593,Ernest B. Schoedsack,Director,Directing
7510,Ryan Murphy,Director,Directing
28115,Max Nosseck,Director,Directing
28297,Jules Dassin,Director,Directing
16548,Scott Coffey,Director,Directing
1975,Takashi Shimizu,Director,Directing
9895,Barry Levinson,Director,Directing
8975,John Bonito,Director,Directing
9672,Douglas McGrath,Director,Directing
15005,Michael O. Sajbel,Director,Directing
39183,Paul Crowder,Director,Directing
39183,John Dower,Director,Directing
42236,Federico Fellini,Director,Directing
52360,Frank Lloyd,Director,Directing
98498,Chris Marker,Director,Directing
46774,Sergei Vasilyev,Director,Directing
86,Oskar Roehler,Director,Directing
78479,Pekka Karjalainen,Director,Directing
10070,John Gulager,Director,Directing
13209,Jafar Panahi,Director,Directing
1440,Todd Field,Director,Directing
13364,Amy Berg,Director,Directing
43847,W.S. Van Dyke,Director,Directing
28932,Norman Jewison,Director,Directing
18925,Alex Kendrick,Director,Directing
77198,Frank Capra,Director,Directing
1523,Kevin Macdonald,Director,Directing
14201,David Leaf,Director,Directing
14201,John Scheinfeld,Director,Directing
1378,John Cameron Mitchell,Director,Directing
49481,Mathias Ledoux,Director,Directing
9693,Alfonso Cuarón,Director,Directing
1124,Christopher Nolan,Director,Directing
3683,Clint Eastwood,Director,Directing
14012,Michael Mayer,Director,Directing
43673,Bobcat Goldthwait,Director,Directing
4285,Hans-Christian Schmid,Director,Directing
14097,Fyodor Bondarchuk,Director,Directing
59500,Antti-Jussi Annila,Director,Directing
78507,Fritz Lang,Director,Directing
8194,Dito Montiel,Director,Directing
5890,Shusuke Kaneko,Director,Directing
6077,Géla Babluani,Director,Directing
214,Darren Lynn Bousman,Director,Directing
1123,Phillip Noyce,Director,Directing
21173,Gabriel Range,Director,Directing
50573,Blair Treu,Director,Directing
36922,Wolfgang Staudte,Director,Directing
43071,Pascal Morelli,Director,Directing
59087,Joseph L. Mankiewicz,Director,Directing
14620,John R. Leonetti,Director,Directing
43884,Michael Curtiz,Director,Directing
80427,Jia Zhangke,Director,Directing
21156,Jan Švankmajer,Director,Directing
11619,David Bowers,Director,Directing
11619,Sam Fell,Director,Directing
1427,Tom Tykwer,Director,Directing
23030,Stanley Donen,Director,Directing
13767,Michael Lembeck,Director,Directing
19109,Pat Holden,Director,Directing
33218,Jean Negulesco,Director,Directing
144541,Robert Gliński,Director,Directing
24553,Spike Lee,Director,Directing
24553,Kátia Lund,Director,Directing
24553,John Woo,Director,Directing
24553,Emir Kusturica,Director,Directing
24553,Mehdi Charef,Director,Directing
24553,Jordan Scott,Director,Directing
24553,Stefano Veneruso,Director,Directing
21057,Tomomi Mochizuki,Director,Directing
68736,Pierre Adidge,Director,Directing
67880,Michael Curtiz,Director,Directing
35561,Wesley Ruggles,Director,Directing
60567,Satyajit Ray,Director,Directing
4928,Ranald MacDougall,Director,Directing
27295,Greg Beeman,Director,Directing
12486,Bob Saget,Director,Directing
20785,Jim Henson,Director,Directing
9726,Ridley Scott,Director,Directing
2152,Cecilia Peck,Director,Directing
2152,Barbara Kopple,Director,Directing
36215,Shinya Tsukamoto,Director,Directing
61650,Billy Wilder,Director,Directing
10093,Asif Kapadia,Director,Directing
14799,Christopher Guest,Director,Directing
29044,Marshall Curry,Director,Directing
13542,Tom Hooper,Director,Directing
21710,Steve Anderson,Director,Directing
8588,Michael Caton-Jones,Director,Directing
36557,Martin Campbell,Director,Directing
9836,George Miller,Director,Directing
9809,Bob Odenkirk,Director,Directing
7551,Tony Scott,Director,Directing
10741,Emilio Estevez,Director,Directing
9969,John Whitesell,Director,Directing
2357,Brad Silberling,Director,Directing
1581,Nancy Meyers,Director,Directing
21600,H. Bruce Humberstone,Director,Directing
57977,Juan José Campanella,Director,Directing
313,Marc Evans,Director,Directing
7873,David Ayer,Director,Directing
14823,Paul Andrew Williams,Director,Directing
27387,Clive Saunders,Director,Directing
8324,Richard Linklater,Director,Directing
29415,Jean Renoir,Director,Directing
27019,Jacques Rivette,Director,Directing
85505,George W. Hill,Director,Directing
42822,Michael Curtiz,Director,Directing
5698,Edwin S. Porter,Director,Directing
36265,Luis Buñuel,Director,Directing
2179,Liam Lynch,Director,Directing
39219,Melvin Frank,Director,Directing
47156,W.S. Van Dyke,Director,Directing
15152,Michel Hazanavicius,Director,Directing
14457,Dave Payne,Director,Directing
76211,Walter Lang,Director,Directing
38450,Andrew V. McLaglen,Director,Directing
15804,Edward Yang,Director,Directing
14978,Hans Fjellestad,Director,Directing
2447,Catherine Hardwicke,Director,Directing
10032,Mort Nathan,Director,Directing
9796,John Stockwell,Director,Directing
1372,Edward Zwick,Director,Directing
22440,Lambert Hillyer,Director,Directing
39554,Michael Anderson,Director,Directing
17604,Robert Day,Director,Directing
15077,Johnnie To,Director,Directing
18147,Paul Feig,Director,Directing
54910,James Ponsoldt,Director,Directing
9986,Gary Winick,Director,Directing
2486,Stefen Fangmeier,Director,Directing
1246,Sylvester Stallone,Director,Directing
43970,Mohammad Rasoulof,Director,Directing
18615,Steven Shainberg,Director,Directing
40574,Fred C. Newmeyer,Director,Directing
40574,Sam Taylor,Director,Directing
13210,Michael Anderson,Director,Directing
25060,David Gebroe,Director,Directing
12795,Todd Stephens,Director,Directing
11653,Stanley Tong,Director,Directing
16066,Anna Reeves,Director,Directing
95797,James Whale,Director,Directing
77966,Jack Conway,Director,Directing
55819,Sidney Lumet,Director,Directing
46948,Sidney Lumet,Director,Directing
97519,Charles Jarrott,Director,Directing
43791,Ronald Neame,Director,Directing
82944,Jack Garfein,Director,Directing
14202,John Curran,Director,Directing
11170,McG,Director,Directing
12924,Makoto Shinkai,Director,Directing
30060,Martin Rosen,Director,Directing
1247,Robert De Niro,Director,Directing
1125,Bill Condon,Director,Directing
8436,Denis Dercourt,Director,Directing
8436,Rafaele Ravinet-Virbel,Director,Directing
14277,Dylan Avery,Director,Directing
11214,Erwin Wagenhofer,Director,Directing
33583,Pier Paolo Pasolini,Director,Directing
1646,Richard LaGravenese,Director,Directing
58923,Spike Lee,Director,Directing
47143,Claire Denis,Director,Directing
7736,Rainer Werner Fassbinder,Director,Directing
1730,David Lynch,Director,Directing
42241,Derek Jarman,Director,Directing
42241,Paul Humfress,Director,Directing
20537,Derek Jarman,Director,Directing
12812,Sébastien Lifshitz,Director,Directing
8618,Nicholas Hytner,Director,Directing
1259,Richard Eyre,Director,Directing
20842,Bob Clark,Director,Directing
10908,John G. Avildsen,Director,Directing
34943,Robert Florey,Director,Directing
27067,Bruno Dumont,Director,Directing
9053,Corey Yuen Kwai,Director,Directing
1494,Zhang Yimou,Director,Directing
13318,Jens Lien,Director,Directing
10462,Woody Allen,Director,Directing
182,Steven Soderbergh,Director,Directing
31048,Ali Selim,Director,Directing
1251,Clint Eastwood,Director,Directing
43512,Norman Taurog,Director,Directing
9656,Glen Morgan,Director,Directing
5393,Yvette Kaplan,Director,Directing
5393,Paul Bolger,Director,Directing
5393,Greg Tiernan,Director,Directing
14171,Irwin Winkler,Director,Directing
14396,Les Mayfield,Director,Directing
1931,Sylvain White,Director,Directing
13967,Chris Noonan,Director,Directing
9992,Luc Besson,Director,Directing
16371,Jang Yoon-hyeon,Director,Directing
19344,Katherine Brooks,Director,Directing
8275,Joe Nussbaum,Director,Directing
79767,Pablo Trapero,Director,Directing
2433,Jacques Demy,Director,Directing
2204,Wim Wenders,Director,Directing
42567,Henry King,Director,Directing
26518,Kelly Reichardt,Director,Directing
14449,Feng Xiaogang,Director,Directing
13771,Roger Michell,Director,Directing
33375,Rajeev Virani,Director,Directing
10810,Emilio Maillé,Director,Directing
1773,Frank Capra,Director,Directing
1773,Roy William Neill,Director,Directing
1773,Allan Dwan,Director,Directing
11578,Julien Duvivier,Director,Directing
11972,Julien Duvivier,Director,Directing
38025,Pen-Ek Ratanaruang,Director,Directing
27095,Antony Cordier,Director,Directing
31325,Xavier Giannoli,Director,Directing
4283,Michael Katleman,Director,Directing
7457,Nick Cassavetes,Director,Directing
8398,Dave Meyers,Director,Directing
13551,Karen Moncrieff,Director,Directing
36878,Jean Cocteau,Director,Directing
19166,Steven R. Monroe,Director,Directing
43470,Curtis Bernhardt,Director,Directing
3549,Susanne Bier,Director,Directing
25648,Kim Ki-duk,Director,Directing
11225,Philip Gröning,Director,Directing
6166,Heinz Dunkhase,Director,Directing
6166,Franco Marazzi,Director,Directing
19629,Georgia Lee,Director,Directing
12183,Luke Wilson,Director,Directing
12183,Andrew Wilson,Director,Directing
56705,David Schmoeller,Director,Directing
27337,Nobuhiro Yamashita,Director,Directing
78318,William Dieterle,Director,Directing
37952,Theo Angelopoulos,Director,Directing
46919,Věra Chytilová,Director,Directing
1265,Gábor Csupó,Director,Directing
14137,Frank Sebastiano,Director,Directing
15689,Conor McMahon,Director,Directing
27432,Charles Burnett,Director,Directing
36877,Jean Cocteau,Director,Directing
14891,Jim Hickey,Director,Directing
12547,Brad Mirman,Director,Directing
25623,Nobuhiko Ôbayashi,Director,Directing
13140,Clayton Jacobson,Director,Directing
13365,Michael Apted,Director,Directing
10758,Adrienne Shelly,Director,Directing
26594,Drew Heriot,Director,Directing
22473,Joshua Michael Stern,Director,Directing
51863,Michael Apted,Director,Directing
51863,Paul Almond,Director,Directing
50754,Michael Apted,Director,Directing
74126,Yasujirō Ozu,Director,Directing
16138,Su-chang Kong,Director,Directing
13668,Susannah Grant,Director,Directing
7516,Joe Carnahan,Director,Directing
10075,Katja von Garnier,Director,Directing
9760,Jason Friedberg,Director,Directing
9760,Aaron Seltzer,Director,Directing
9966,Danny Pang,Director,Directing
9966,Oxide Pang Chun,Director,Directing
1257,Michael Lehmann,Director,Directing
1248,Peter Webber,Director,Directing
9757,Brian Robbins,Director,Directing
56165,William Beaudine,Director,Directing
90560,Yasuzô Masumura,Director,Directing
5206,Lars von Trier,Director,Directing
14761,Billy Corben,Director,Directing
1252,Todd Robinson,Director,Directing
2062,Jan Pinkava,Director,Directing
2062,Brad Bird,Director,Directing
11650,Laurence Malkin,Director,Directing
12580,Takashi Miike,Director,Directing
40641,Jacques Demy,Director,Directing
23544,Fred Wolf,Director,Directing
2266,Isabel Coixet,Director,Directing
2266,Christopher Doyle,Director,Directing
2266,Tom Tykwer,Director,Directing
2266,Joel Coen,Director,Directing
2266,Ethan Coen,Director,Directing
2266,Richard LaGravenese,Director,Directing
2266,Wes Craven,Director,Directing
2266,Gus Van Sant,Director,Directing
2266,Vincenzo Natali,Director,Directing
2266,Gurinder Chadha,Director,Directing
2266,Walter Salles,Director,Directing
2266,Alfonso Cuarón,Director,Directing
2266,Alexander Payne,Director,Directing
2266,Gérard Depardieu,Director,Directing
2266,Sylvain Chomet,Director,Directing
2266,Bruno Podalydès,Director,Directing
2266,Frédéric Auburtin,Director,Directing
2266,Olivier Assayas,Director,Directing
2266,Nobuhiro Suwa,Director,Directing
2266,Oliver Schmitz,Director,Directing
2266,Daniela Thomas,Director,Directing
5172,Michael Polish,Director,Directing
15962,Jannik Johansen,Director,Directing
9965,Adam McKay,Director,Directing
13127,Wilson Yip,Director,Directing
34866,Alberto Lattuada,Director,Directing
37725,Nick Hurran,Director,Directing
40973,Michael Sarne,Director,Directing
63460,Gary Sherman,Director,Directing
13517,Michael Hegner,Director,Directing
13517,Karsten Kiilerich,Director,Directing
22105,Ariel Vromen,Director,Directing
2016,Rachid Bouchareb,Director,Directing
3024,Charles Jarrott,Director,Directing
47200,Gulshat Omarova,Director,Directing
17266,Andrei Konchalovsky,Director,Directing
9828,Simon Brand,Director,Directing
34038,Paul McCartney,Director,Directing
34038,Bernard Knowles,Director,Directing
34038,John Lennon,Director,Directing
34038,George Harrison,Director,Directing
34038,Ringo Starr,Director,Directing
71506,Carlene Cordova,Director,Directing
74581,Kenji Mizoguchi,Director,Directing
9958,Mike Clattenburg,Director,Directing
1250,Mark Steven Johnson,Director,Directing
4169,Billy Ray,Director,Directing
16555,Tyler Perry,Director,Directing
11172,Marc Lawrence,Director,Directing
3594,Joel Schumacher,Director,Directing
10090,Ben Garant,Director,Directing
7874,Craig Brewer,Director,Directing
14845,Sue Kramer,Director,Directing
29965,Eric Khoo,Director,Directing
13916,Keoni Waxman,Director,Directing
52920,Stanisław Bareja,Director,Directing
48215,Rintaro,Director,Directing
22485,Steven Cantor,Director,Directing
22485,Matthew Galkin,Director,Directing
13393,Çağan Irmak,Director,Directing
12271,George Hickenlooper,Director,Directing
40394,Tinto Brass,Director,Directing
17919,Christian Duguay,Director,Directing
13185,Menhaj Huda,Director,Directing
26655,David Nelson,Director,Directing
42630,Gordon Douglas,Director,Directing
22172,James Muro,Director,Directing
42721,Seijun Suzuki,Director,Directing
27523,Francesco Rosi,Director,Directing
28955,Robert Day,Director,Directing
27313,David E. Durston,Director,Directing
4638,Edgar Wright,Director,Directing
68979,Bernard Girard,Director,Directing
11841,Liu Chia-Liang,Director,Directing
28261,Karl Freund,Director,Directing
83980,Tom Laughlin,Director,Directing
94393,Nicholas Ray,Director,Directing
9695,Joel Bender,Director,Directing
24653,Paolo Sorrentino,Director,Directing
1993,Emanuele Crialese,Director,Directing
28710,Marcelo Piñeyro,Director,Directing
28438,Jacques Tourneur,Director,Directing
97548,Daniel Burman,Director,Directing
11945,Olle Hellbom,Director,Directing
12554,Chris Gerolmo,Director,Directing
26598,David Mallet,Director,Directing
5691,Pier Paolo Pasolini,Director,Directing
6443,Maren Ade,Director,Directing
1738,Lee Tamahori,Director,Directing
1253,Anthony Minghella,Director,Directing
38021,André Téchiné,Director,Directing
15325,Christopher Dillon Quinn,Director,Directing
15325,Tommy Walker,Director,Directing
34389,James Longley,Director,Directing
15163,Michael Apted,Director,Directing
14375,Michele Placido,Director,Directing
10845,Tim Sullivan,Director,Directing
31659,Brian De Palma,Director,Directing
15582,Christopher Leitch,Director,Directing
42999,Bernardo Bertolucci,Director,Directing
31015,Robert Patton-Spruill,Director,Directing
1949,David Fincher,Director,Directing
11330,Nicolas Winding Refn,Director,Directing
99259,Mikko Niskanen,Director,Directing
10942,Richard Compton,Director,Directing
7006,Patrick Lussier,Director,Directing
27040,Maya Deren,Director,Directing
27040,Alexander Hammid,Director,Directing
11199,Walt Becker,Director,Directing
41393,John Penney,Director,Directing
9784,Mike Binder,Director,Directing
25530,Aleksey Fedorchenko,Director,Directing
36610,Miguel Courtois,Director,Directing
50812,Howard Zieff,Director,Directing
27864,Fred Barzyk,Director,Directing
27864,David R. Loxton,Director,Directing
8965,Toby Shelton,Director,Directing
